target,project_id,snapshot_id,snapshot_date,current_stage,raw_xgboost_probability,calibrated_probability,direction,driver_rank,feature,display_feature,feature_value,shap_value
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_increasing,1,grievances_30d,grievances 30d,18.0,0.35878080129623413
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.22386783361434937
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_increasing,3,land_acquisition_ratio,land acquisition ratio,0.8696637520894948,0.18626876175403595
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_increasing,4,docs_complete_pct,docs complete pct,57.751,0.07563698291778564
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_increasing,5,pending_approvals_count,pending approvals count,10.0,0.03241237625479698
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_reducing,1,disbursal_pct,disbursal pct,12.462,-0.6050662398338318
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_reducing,2,rnr_progress_pct,rnr progress pct,32.662,-0.4559668004512787
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_reducing,3,rnr_consent_pct,rnr consent pct,35.226,-0.38243740797042847
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_reducing,4,case_age_months,case age months,33.313,-0.30056533217430115
delay_next_60d,SYN-00715,SYN-00715_S11,2026-09-03,3A,0.07200123,0.026306727297789004,risk_reducing,5,grievance_redressal_days,grievance redressal days,15.862,-0.272869735956192
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_increasing,1,current_stage_3D,Current stage: 3D,0.0,0.19423143565654755
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_increasing,2,land_acquisition_ratio,land acquisition ratio,0.8696637520894948,0.15082934498786926
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_increasing,3,grievances_30d,grievances 30d,17.0,0.11039365828037262
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_increasing,4,terrain_type_Rolling,terrain type Rolling,0.0,0.030243977904319763
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_increasing,5,affected_family_per_parcel,affected family per parcel,0.6219512195121951,0.02353023923933506
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_reducing,1,days_in_current_stage,days in current stage,194.0,-0.9840770363807678
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_reducing,2,days_since_project_start,days since project start,330.0,-0.7250899076461792
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_reducing,3,disbursal_pct,disbursal pct,17.871,-0.501717209815979
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_reducing,4,rnr_progress_pct,rnr progress pct,39.021,-0.46524202823638916
delay_next_60d,SYN-00715,SYN-00715_S12,2026-10-03,3A,0.016898198,0.010265390616957717,risk_reducing,5,grievance_redressal_days,grievance redressal days,15.862,-0.3578357398509979
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_increasing,1,current_stage_3D,Current stage: 3D,0.0,0.18938906490802765
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_increasing,2,land_acquisition_ratio,land acquisition ratio,0.8696637520894948,0.16043519973754883
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_increasing,3,compensation_awarded_cr,compensation awarded cr,3.2342,0.05380583554506302
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_increasing,4,terrain_type_Rolling,terrain type Rolling,0.0,0.03168562054634094
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_increasing,5,docs_remaining_pct,docs remaining pct,41.687,0.026209520176053047
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_reducing,1,days_since_project_start,days since project start,360.0,-1.185240626335144
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_reducing,2,days_in_current_stage,days in current stage,224.0,-1.0661509037017822
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_reducing,3,rnr_progress_pct,rnr progress pct,41.094,-0.6862903237342834
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_reducing,4,disbursal_pct,disbursal pct,20.349,-0.5014660358428955
delay_next_60d,SYN-00715,SYN-00715_S13,2026-11-02,3A,0.005788602,0.005187381478409357,risk_reducing,5,rnr_consent_pct,rnr consent pct,35.226,-0.3627483546733856
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_increasing,1,grievances_30d,grievances 30d,19.0,0.3196568489074707
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.1786501556634903
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_increasing,3,land_acquisition_ratio,land acquisition ratio,0.8696637520894948,0.1512746661901474
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_increasing,4,approval_dept_Forest,approval dept Forest,1.0,0.09030047059059143
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_increasing,5,terrain_type_Rolling,terrain type Rolling,0.0,0.03168562054634094
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_reducing,1,days_since_project_start,days since project start,390.0,-1.1477046012878418
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_reducing,2,days_in_current_stage,days in current stage,254.0,-1.0559688806533813
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_reducing,3,rnr_progress_pct,rnr progress pct,42.015,-0.6579790711402893
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_reducing,4,disbursal_pct,disbursal pct,23.388,-0.5903600454330444
delay_next_60d,SYN-00715,SYN-00715_S14,2026-12-02,3A,0.009893649,0.007295218019825358,risk_reducing,5,grievance_redressal_days,grievance redressal days,15.862,-0.32891950011253357
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_increasing,1,proximity_km_to_urban,proximity km to urban,37.732,0.13558970391750336
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.08889304846525192
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_increasing,3,rnr_progress_pct,rnr progress pct,0.0,0.06911198049783707
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_increasing,4,vulnerable_families,vulnerable families,35.0,0.052434805780649185
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_increasing,5,disbursal_pct,disbursal pct,0.0,0.03028212860226631
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_reducing,1,days_in_current_stage,days in current stage,0.0,-2.9709255695343018
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_reducing,2,days_since_project_start,days since project start,0.0,-1.0090049505233765
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_reducing,3,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.3809043765068054
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_reducing,4,docs_complete_pct,docs complete pct,99.868,-0.29990196228027344
delay_next_60d,SYN-00723,SYN-00723_S01,2025-03-24,3a,0.0023790288,0.002948980149422959,risk_reducing,5,file_pending_days,file pending days,9.0,-0.29000186920166016
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_increasing,1,proximity_km_to_urban,proximity km to urban,37.732,0.15744635462760925
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.13201329112052917
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_increasing,3,rnr_progress_pct,rnr progress pct,0.0,0.058853231370449066
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_increasing,4,vulnerable_families,vulnerable families,35.0,0.052434805780649185
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_increasing,5,disbursal_pct,disbursal pct,0.0,0.029373811557888985
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_reducing,1,days_in_current_stage,days in current stage,30.0,-1.308595061302185
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_reducing,2,days_since_project_start,days since project start,30.0,-0.45270246267318726
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_reducing,3,file_pending_days,file pending days,12.0,-0.4333013594150543
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_reducing,4,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.3858334422111511
delay_next_60d,SYN-00723,SYN-00723_S02,2025-04-23,3a,0.013783349,0.00901246892090532,risk_reducing,5,docs_complete_pct,docs complete pct,100.0,-0.24723248183727264
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_increasing,1,days_in_current_stage,days in current stage,60.0,0.3220309615135193
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.21223153173923492
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_increasing,3,proximity_km_to_urban,proximity km to urban,37.732,0.19236628711223602
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_increasing,4,vulnerable_families,vulnerable families,35.0,0.07089052349328995
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_increasing,5,disbursal_pct,disbursal pct,0.0,0.057969752699136734
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_reducing,1,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.3700890839099884
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_reducing,2,docs_complete_pct,docs complete pct,98.573,-0.3246188461780548
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_reducing,3,days_since_project_start,days since project start,60.0,-0.28117635846138
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_reducing,4,file_pending_days,file pending days,17.0,-0.2239018827676773
delay_next_60d,SYN-00723,SYN-00723_S03,2025-05-23,3a,0.117261864,0.03662567816907433,risk_reducing,5,grievances_30d,grievances 30d,4.0,-0.21187900006771088
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_increasing,1,days_in_current_stage,days in current stage,90.0,0.27905187010765076
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.2202823907136917
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_increasing,3,days_since_project_start,days since project start,90.0,0.1846545785665512
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_increasing,4,proximity_km_to_urban,proximity km to urban,37.732,0.13850466907024384
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_increasing,5,rnr_progress_pct,rnr progress pct,0.0,0.07370425760746002
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_reducing,1,docs_complete_pct,docs complete pct,100.0,-0.47242990136146545
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_reducing,2,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.2712951600551605
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_reducing,3,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.24550259113311768
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_reducing,4,file_pending_days,file pending days,14.0,-0.2417096644639969
delay_next_60d,SYN-00723,SYN-00723_S04,2025-06-22,3a,0.16347687,0.0463324774869935,risk_reducing,5,grievances_30d,grievances 30d,4.0,-0.23097850382328033
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_increasing,1,days_in_current_stage,days in current stage,42.0,0.39317816495895386
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_increasing,2,days_since_project_start,days since project start,120.0,0.25606104731559753
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_increasing,3,current_stage_3D,Current stage: 3D,0.0,0.21151821315288544
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_increasing,4,proximity_km_to_urban,proximity km to urban,37.732,0.1322021484375
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_increasing,5,vulnerable_families,vulnerable families,35.0,0.06462197005748749
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_reducing,1,docs_complete_pct,docs complete pct,100.0,-0.4814716875553131
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_reducing,2,file_pending_days,file pending days,15.0,-0.40655526518821716
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_reducing,3,grievances_30d,grievances 30d,3.0,-0.25547000765800476
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_reducing,4,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.2507694959640503
delay_next_60d,SYN-00723,SYN-00723_S05,2025-07-22,3A,0.15884656,0.045380506572472314,risk_reducing,5,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.24067239463329315
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_increasing,1,days_in_current_stage,days in current stage,72.0,0.3065420091152191
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_increasing,2,days_since_project_start,days since project start,150.0,0.25331032276153564
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_increasing,3,current_stage_3D,Current stage: 3D,0.0,0.18329860270023346
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_increasing,4,disbursal_pct,disbursal pct,6.352,0.1518246829509735
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_increasing,5,proximity_km_to_urban,proximity km to urban,37.732,0.07747288793325424
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_reducing,1,docs_complete_pct,docs complete pct,98.69,-0.44229933619499207
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_reducing,2,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.26678666472435
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_reducing,3,compensation_awarded_cr,compensation awarded cr,1.3229,-0.2517141103744507
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_reducing,4,grievances_30d,grievances 30d,4.0,-0.2174791693687439
delay_next_60d,SYN-00723,SYN-00723_S06,2025-08-21,3A,0.15872358,0.04535517698341037,risk_reducing,5,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.21177197992801666
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_increasing,1,current_stage_3D,Current stage: 3D,0.0,0.163272425532341
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_increasing,2,proximity_km_to_urban,proximity km to urban,37.732,0.10236065834760666
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_increasing,3,vulnerable_families,vulnerable families,35.0,0.06199309602379799
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_increasing,4,approval_dept_Forest,approval dept Forest,1.0,0.03806358203291893
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_increasing,5,rnr_remaining_pct,rnr remaining pct,92.312,0.014160600490868092
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_reducing,1,docs_complete_pct,docs complete pct,100.0,-0.3681063950061798
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_reducing,2,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.36488085985183716
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_reducing,3,disbursal_pct,disbursal pct,10.864,-0.31541356444358826
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_reducing,4,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.31186968088150024
delay_next_60d,SYN-00723,SYN-00723_S07,2025-09-20,3A,0.06281396,0.0240273524494585,risk_reducing,5,grievances_30d,grievances 30d,5.0,-0.21330338716506958
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_increasing,1,current_stage_3D,Current stage: 3D,0.0,0.23979787528514862
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_increasing,2,grievances_30d,grievances 30d,6.0,0.22773562371730804
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_increasing,3,proximity_km_to_urban,proximity km to urban,37.732,0.10016367584466934
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_increasing,4,vulnerable_families,vulnerable families,35.0,0.05406913906335831
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_increasing,5,compensation_disbursed_cr,compensation disbursed cr,0.7603,0.017200279980897903
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_reducing,1,disbursal_pct,disbursal pct,12.327,-0.5535111427307129
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_reducing,2,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.46756595373153687
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_reducing,3,docs_complete_pct,docs complete pct,100.0,-0.31183645129203796
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_reducing,4,affected_family_per_parcel,affected family per parcel,0.7733644859813084,-0.2815984785556793
delay_next_60d,SYN-00723,SYN-00723_S08,2025-10-20,3A,0.0704087,0.025917728369464536,risk_reducing,5,days_in_current_stage,days in current stage,132.0,-0.20908045768737793
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_increasing,1,days_in_current_stage,days in current stage,84.0,0.3887995481491089
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_increasing,2,approval_dept_Environment,Approval department: Environment,1.0,0.23566508293151855
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_increasing,3,file_pending_days,file pending days,39.0,0.15889646112918854
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_increasing,4,proximity_km_to_urban,proximity km to urban,37.732,0.10557662695646286
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_increasing,5,vulnerable_families,vulnerable families,35.0,0.06497271358966827
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.328743577003479
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_reducing,2,disbursal_pct,disbursal pct,16.939,-0.46583735942840576
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.43585440516471863
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_reducing,4,docs_complete_pct,docs complete pct,100.0,-0.28019800782203674
delay_next_60d,SYN-00723,SYN-00723_S09,2025-11-19,3D,0.036928207,0.01697350341244286,risk_reducing,5,grievances_30d,grievances 30d,5.0,-0.249930277466774
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_increasing,1,days_in_current_stage,days in current stage,114.0,0.1298384964466095
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_increasing,2,file_pending_days,file pending days,45.0,0.08588377386331558
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_increasing,3,vulnerable_families,vulnerable families,35.0,0.06039421632885933
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_increasing,4,proximity_km_to_urban,proximity km to urban,37.732,0.05799055099487305
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_increasing,5,approval_dept_Forest,approval dept Forest,1.0,0.03801996633410454
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.594307541847229
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_reducing,2,disbursal_pct,disbursal pct,26.274,-0.6774969100952148
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.46787798404693604
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_reducing,4,compensation_disbursed_cr,compensation disbursed cr,2.3396,-0.3024933636188507
delay_next_60d,SYN-00723,SYN-00723_S10,2025-12-19,3D,0.0067913504,0.00574193123203303,risk_reducing,5,grievances_30d,grievances 30d,5.0,-0.22793255746364594
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_increasing,1,proximity_km_to_urban,proximity km to urban,37.732,0.0888410210609436
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_increasing,2,compensation_pending_cr,compensation pending cr,2.6387,0.08477114140987396
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_increasing,3,vulnerable_families,vulnerable families,35.0,0.05812480300664902
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_increasing,4,compensation_awarded_cr,compensation awarded cr,3.7548,0.032403163611888885
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_increasing,5,terrain_type_Rolling,terrain type Rolling,0.0,0.0229933001101017
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.765944004058838
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_reducing,2,disbursal_pct,disbursal pct,29.726,-0.9173943400382996
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.639653110047847,-0.4652698338031769
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_reducing,4,days_in_current_stage,days in current stage,144.0,-0.455922931432724
delay_next_60d,SYN-00723,SYN-00723_S11,2026-01-18,3D,0.0037558917,0.0039408916579296285,risk_reducing,5,grievance_redressal_days,grievance redressal days,7.438,-0.27112796902656555
delay_next_60d,SYN-00723,SYN-00723_S12,2026-02-17,3D,0.0013922142,0.002098727802352254,risk_increasing,1,proximity_km_to_urban,proximity km to urban,37.732,0.07152771204710007
delay_next_60d,SYN-00723,SYN-00723_S12,2026-02-17,3D,0.0013922142,0.002098727802352254,risk_increasing,2,vulnerable_families,vulnerable families,35.0,0.043824587017297745
delay_next_60d,SYN-00723,SYN-00723_S12,2026-02-17,3D,0.0013922142,0.002098727802352254,risk_increasing,3,terrain_type_Rolling,terrain type Rolling,0.0,0.021053170785307884
delay_next_60d,SYN-00723,SYN-00723_S12,2026-02-17,3D,0.0013922142,0.002098727802352254,risk_increasing,4,approval_dept_PWD,approval dept PWD,1.0,0.01655023917555809
